date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:24:39	32633/32633	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2006:54:39%20GMT	https://www.masuinfotech.com/services/local-network	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/services/local-network.html	(from https://www.masuinfotech.com/)
12:24:39	33462/33462	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2006:54:39%20GMT	https://www.masuinfotech.com/services/fire-alarm-systems	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/services/fire-alarm-systems.html	(from https://www.masuinfotech.com/)
12:24:39	31993/31993	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2006:54:39%20GMT	https://www.masuinfotech.com/services/fire-extinguisher	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/services/fire-extinguisher.html	(from https://www.masuinfotech.com/)
12:24:40	35733/35733	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2006:54:40%20GMT	https://www.masuinfotech.com/projects	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/projects.html	(from https://www.masuinfotech.com/)
12:24:41	31103/31103	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2006:54:40%20GMT	https://www.masuinfotech.com/contact	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/contact.html	(from https://www.masuinfotech.com/)
12:24:42	99222/99222	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/request-quote.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/request-quote.png	(from https://www.masuinfotech.com/)
12:24:46	379022/379022	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1691668253banner1-min.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1691668253banner1-min.png	(from https://www.masuinfotech.com/)
12:24:46	97170/97170	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1723120342oob-automation-Security-and-Surveillance.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1723120342oob-automation-Security-and-Surveillance.jpg	(from https://www.masuinfotech.com/)
12:24:47	189680/189680	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1723120298best-security-camera-systems60631995c7962.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1723120298best-security-camera-systems60631995c7962.jpg	(from https://www.masuinfotech.com/)
12:24:48	2454/2454	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/icons/counter-1.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/icons/counter-1.png	(from https://www.masuinfotech.com/)
12:24:48	158423/158423	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/17231194921691661392cctv-install.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/17231194921691661392cctv-install.png	(from https://www.masuinfotech.com/)
12:24:48	2444/2444	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/icons/counter-2.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/icons/counter-2.png	(from https://www.masuinfotech.com/)
12:24:48	3693/3693	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/icons/counter-3.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/icons/counter-3.png	(from https://www.masuinfotech.com/)
12:24:50	158423/158423	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1691661392cctv-install.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1691661392cctv-install.png	(from https://www.masuinfotech.com/)
12:24:50	9148/9148	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Oct%202024%2007:30:21%20GMT	https://www.masuinfotech.com/admin/assets/images/1728286221GSP.jpeg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1728286221GSP.jpg	(from https://www.masuinfotech.com/)
12:24:50	38707/38707	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1691576138time-and-attendance-biometric-fingerprint-scanner-fo-office-use-788.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1691576138time-and-attendance-biometric-fingerprint-scanner-fo-office-use-788.jpg	(from https://www.masuinfotech.com/)
12:24:51	50161/50161	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1691749610SL2100-1.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1691749610SL2100-1.jpg	(from https://www.masuinfotech.com/)
12:24:51	76629/76629	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1691750222kwikset.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1691750222kwikset.jpg	(from https://www.masuinfotech.com/)
12:24:52	60656/60656	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1691749938video-door.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1691749938video-door.jpg	(from https://www.masuinfotech.com/)
12:24:52	37856/37856	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1723178100local-area-network-vector.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1723178100local-area-network-vector.jpg	(from https://www.masuinfotech.com/)
12:24:53	28377/28377	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/admin/assets/images/1691577682fire-alarm-system.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1691577682fire-alarm-system.jpg	(from https://www.masuinfotech.com/)
12:24:57	315489/315489	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2011:21:40%20GMT	https://www.masuinfotech.com/admin/assets/images/1738236100WhatsApp%20Image%202025-01-30%20at%2016.50.45_65b27880.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1738236100WhatsApp%20Image%202025-01-30%20at%2016.50.45_65b27880.jpg	(from https://www.masuinfotech.com/)
12:24:59	680337/680337	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/background/3.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/background/3.jpg	(from https://www.masuinfotech.com/)
12:25:00	219087/219087	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2011:16:50%20GMT	https://www.masuinfotech.com/admin/assets/images/1738235810WhatsApp%20Image%202025-01-30%20at%2016.38.19_6006331a.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1738235810WhatsApp%20Image%202025-01-30%20at%2016.38.19_6006331a.jpg	(from https://www.masuinfotech.com/)
12:25:02	176070/176070	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/background/5.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/background/5.jpg	(from https://www.masuinfotech.com/)
12:25:03	61207/61207	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2006:55:03%20GMT	https://www.masuinfotech.com/index	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/index-2.html	(from https://www.masuinfotech.com/)
12:25:04	28240/28240	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2006:55:03%20GMT	https://www.masuinfotech.com/services	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/services.html	(from https://www.masuinfotech.com/)
12:25:05	7494/7494	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/whatsapp-icon.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/whatsapp-icon.png	(from https://www.masuinfotech.com/)
12:25:08	7058/7058	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/images/call-icon.png	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/images/call-icon.png	(from https://www.masuinfotech.com/)
12:25:17	97168/97168	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/jquery.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/jquery.js	(from https://www.masuinfotech.com/)
12:25:29	64896/64896	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/jquery.themepunch.revolution.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/jquery.themepunch.revolution.min.js	(from https://www.masuinfotech.com/)
12:25:35	8287/8287	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.actions.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.actions.min.js	(from https://www.masuinfotech.com/)
12:25:36	110563/110563	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/jquery.themepunch.tools.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/jquery.themepunch.tools.min.js	(from https://www.masuinfotech.com/)
12:25:40	7607/7607	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.carousel.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://www.masuinfotech.com/)
12:25:40	2434514/2434514	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jan%202025%2005:16:56%20GMT	https://www.masuinfotech.com/admin/assets/images/1737782214LOVESH%20SINGHAL%20FACORY_CP%20IP%20Cam_main_20250125104243_@3.jpg	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/admin/assets/images/1737782214LOVESH%20SINGHAL%20FACORY_CP%20IP%20Cam_main_20250125104243_@3.jpg	(from https://www.masuinfotech.com/)
12:25:41	3754/3754	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.kenburn.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://www.masuinfotech.com/)
12:25:42	56000/56000	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://www.masuinfotech.com/)
12:25:44	26101/26101	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.migration.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.migration.min.js	(from https://www.masuinfotech.com/)
12:25:45	26101/26101	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.navigation.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://www.masuinfotech.com/)
12:25:45	10931/10931	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.parallax.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://www.masuinfotech.com/)
12:25:46	29401/29401	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://www.masuinfotech.com/)
12:25:48	24211/24211	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.video.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/js/extensions/revolution.extension.video.min.js	(from https://www.masuinfotech.com/)
12:25:48	6199/6199	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/main-slider-script.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/main-slider-script.js	(from https://www.masuinfotech.com/)
12:25:48	20498/20498	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/popper.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/popper.min.js	(from https://www.masuinfotech.com/)
12:25:51	50731/50731	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/bootstrap.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/bootstrap.min.js	(from https://www.masuinfotech.com/)
12:25:51	40547/40547	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/jquery.mCustomScrollbar.concat.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/jquery.mCustomScrollbar.concat.min.js	(from https://www.masuinfotech.com/)
12:25:53	4379/4379	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/appear.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/appear.js	(from https://www.masuinfotech.com/)
12:25:54	1086/1086	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/nav-tool.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/nav-tool.js	(from https://www.masuinfotech.com/)
12:25:56	52224/52224	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/mixitup.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/mixitup.js	(from https://www.masuinfotech.com/)
12:25:56	154104/154104	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/jquery.fancybox.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/jquery.fancybox.js	(from https://www.masuinfotech.com/)
12:25:57	6300/6300	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/wow.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/wow.js	(from https://www.masuinfotech.com/)
12:25:58	5698/5698	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/tilt.jquery.min.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/tilt.jquery.min.js	(from https://www.masuinfotech.com/)
12:25:59	85303/85303	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/owl.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/owl.js	(from https://www.masuinfotech.com/)
12:26:02	14805/14805	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/script.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/script.js	(from https://www.masuinfotech.com/)
12:26:05	1161/1161	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/color-settings.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/color-settings.js	(from https://www.masuinfotech.com/)
12:26:07	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/fonts/revicons/revicons90c6.eot?5510888	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/fonts/revicons/revicons90c690c6.eot	(from https://www.masuinfotech.com/plugins/revolution/css/settings.css)
12:26:10	7536/7536	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/fonts/revicons/revicons90c6.woff?5510888	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/fonts/revicons/revicons90c690c6.woff	(from https://www.masuinfotech.com/plugins/revolution/css/settings.css)
12:26:12	11968/11968	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/plugins/revolution/fonts/revicons/revicons90c6.ttf?5510888	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/plugins/revolution/fonts/revicons/revicons90c690c6.ttf	(from https://www.masuinfotech.com/plugins/revolution/css/settings.css)
12:26:12	539425/539425	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2004:50:49%20GMT	https://www.masuinfotech.com/js/jquery-ui.js	C:/Users/SPI%20INFOTECH%20PVT%20LTD/Desktop/CCTV/www.masuinfotech.com/js/jquery-ui.js	(from https://www.masuinfotech.com/)
